Time(s),ECG(mV)
20.784,0.04
20.788,0.04
20.792,0.05
20.796,0.055
20.8,0.04
20.804,0.055
20.808,0.045
20.812,0.05
20.816,0.05
20.82,0.06
20.824,0.06
20.828,0.07
20.832,0.07
20.836,0.07
20.84,0.06
20.844,0.075
20.848,0.075
20.852,0.075
20.856,0.075
20.86,0.08
20.864,0.065
20.868,0.075
20.872,0.08
20.876,0.08
20.88,0.08
20.884,0.07
20.888,0.065
20.892,0.07
20.896,0.08
20.9,0.075
20.904,0.08
20.908,0.08
20.912,0.095
20.916,0.095
20.92,0.095
20.924,0.08
20.928,0.1
20.932,0.09
20.936,0.09
20.94,0.09
20.944,0.08
20.948,0.095
20.952,0.1
20.956,0.1
20.96,0.09
20.964,0.1
20.968,0.095
20.972,0.12
20.976,0.115
20.98,0.115
20.984,0.095
20.988,0.12
20.992,0.12
20.996,0.12
21.0,0.125
21.004,0.145
21.008,0.135
21.012,0.14
21.016,0.125
21.02,0.135
21.024,0.13
21.028,0.11
21.032,0.095
21.036,0.11
21.04,0.11
21.044,0.08
21.048,0.08
21.052,0.085
21.056,0.08
21.06,0.06
21.064,0.045
21.068,0.06
21.072,0.075
21.076,0.06
21.08,0.06
21.084,0.06
21.088,0.06
21.092,0.06
21.096,0.05
21.1,0.065
21.104,0.075
21.108,0.055
21.112,0.07
21.116,0.055
21.12,0.075
21.124,0.07
21.128,0.08
21.132,0.12
21.136,0.16
21.14,0.24
21.144,0.355
21.148,0.545
21.152,0.735
21.156,0.86
21.16,0.86
21.164,0.62
21.168,0.24
21.172,-0.12
21.176,-0.32
21.18,-0.405
21.184,-0.31
21.188,-0.19
21.192,-0.1
21.196,-0.05
21.2,-0.02
21.204,0.035
21.208,0.05
21.212,0.08
21.216,0.075
21.22,0.075
21.224,0.07
21.228,0.08
21.232,0.085
21.236,0.08
21.24,0.085
21.244,0.095
21.248,0.085
21.252,0.1
21.256,0.095
21.26,0.1
21.264,0.1
21.268,0.1
21.272,0.11
21.276,0.105
21.28,0.105
21.284,0.095
21.288,0.1
21.292,0.115
21.296,0.11
21.3,0.125
21.304,0.12
21.308,0.12
21.312,0.13
21.316,0.13
21.32,0.14
21.324,0.14
21.328,0.14
21.332,0.15
21.336,0.155
21.34,0.16
21.344,0.165
21.348,0.16
21.352,0.18
21.356,0.17
21.36,0.17
21.364,0.19
21.368,0.195
21.372,0.195
21.376,0.21
21.38,0.21
21.384,0.205
21.388,0.205
21.392,0.225
21.396,0.22
21.4,0.22
21.404,0.22
21.408,0.22
21.412,0.22
21.416,0.22
21.42,0.22
21.424,0.21
21.428,0.2
21.432,0.19
21.436,0.185
21.44,0.18
21.444,0.16
21.448,0.155
21.452,0.14
21.456,0.12
21.46,0.105
21.464,0.09
21.468,0.08
21.472,0.065
21.476,0.055
21.48,0.04
21.484,0.03
21.488,0.025
21.492,0.02
21.496,0.01
21.5,0.005
21.504,-0.0
21.508,0.005
21.512,-0.005
21.516,-0.01
21.52,-0.01
21.524,-0.0
21.528,-0.01
21.532,-0.0
21.536,-0.01
21.54,0.01
21.544,-0.0
21.548,-0.0
21.552,0.01
21.556,0.01
21.56,0.015
21.564,0.01
21.568,0.02
21.572,0.03
21.576,0.025
21.58,0.03
21.584,0.02
21.588,0.02
21.592,0.025
21.596,0.02
21.6,0.02
21.604,0.03
21.608,0.04
21.612,0.04
21.616,0.03
21.62,0.04
21.624,0.04
21.628,0.045
21.632,0.04
21.636,0.035
21.64,0.04
21.644,0.035
21.648,0.045
21.652,0.04
21.656,0.04
21.66,0.04
21.664,0.035
21.668,0.05
21.672,0.04
21.676,0.05
21.68,0.055
21.684,0.05
21.688,0.045
21.692,0.045
21.696,0.05
21.7,0.04
21.704,0.045
21.708,0.04
21.712,0.055
21.716,0.04
21.72,0.05
21.724,0.045
21.728,0.06
21.732,0.05
21.736,0.05
21.74,0.06
21.744,0.045
21.748,0.05
21.752,0.065
21.756,0.06
21.76,0.055
21.764,0.07
21.768,0.07
21.772,0.075
21.776,0.075
21.78,0.07
21.784,0.065
21.788,0.075
21.792,0.065
21.796,0.08
21.8,0.075
21.804,0.085
21.808,0.08
21.812,0.08
21.816,0.08
21.82,0.08
21.824,0.08
21.828,0.08
21.832,0.085
21.836,0.085
21.84,0.08
21.844,0.08
21.848,0.08
21.852,0.095
21.856,0.09
21.86,0.1
21.864,0.08
21.868,0.095
21.872,0.095
21.876,0.09
21.88,0.09
21.884,0.085
21.888,0.095
21.892,0.09
21.896,0.09
21.9,0.09
21.904,0.105
21.908,0.105
21.912,0.11
21.916,0.12
21.92,0.125
21.924,0.11
21.928,0.11
21.932,0.125
21.936,0.14
21.94,0.145
21.944,0.145
21.948,0.155
21.952,0.14
21.956,0.125
21.96,0.115
21.964,0.12
21.968,0.12
21.972,0.11
21.976,0.105
21.98,0.11
21.984,0.1
21.988,0.1
21.992,0.075
21.996,0.075
22.0,0.065
22.004,0.07
22.008,0.05
22.012,0.07
22.016,0.075
22.02,0.075
22.024,0.065
22.028,0.07
22.032,0.075
22.036,0.08
22.04,0.075
22.044,0.075
22.048,0.08
22.052,0.07
22.056,0.085
22.06,0.07
22.064,0.065
22.068,0.115
22.072,0.135
22.076,0.205
22.08,0.305
22.084,0.47
22.088,0.67
22.092,0.845
22.096,0.95
22.1,0.805
22.104,0.5
22.108,0.115
22.112,-0.24
22.116,-0.36
22.12,-0.375
22.124,-0.26
22.128,-0.155
22.132,-0.085
22.136,-0.03
22.14,0.015
22.144,0.045
22.148,0.08
22.152,0.085
22.156,0.08
22.16,0.075
22.164,0.08
22.168,0.08
22.172,0.1
22.176,0.08
22.18,0.095
22.184,0.08
22.188,0.1
22.192,0.1
22.196,0.1
22.2,0.1
22.204,0.1
22.208,0.1
22.212,0.095
22.216,0.105
22.22,0.125
22.224,0.12
22.228,0.12
22.232,0.14
22.236,0.14
22.24,0.145
22.244,0.135
22.248,0.14
22.252,0.14
22.256,0.14
22.26,0.14
22.264,0.145
22.268,0.145
22.272,0.14
22.276,0.15
22.28,0.165
22.284,0.16
22.288,0.17
22.292,0.18
22.296,0.18
22.3,0.185
22.304,0.19
22.308,0.185
22.312,0.2
22.316,0.215
22.32,0.215
22.324,0.21
22.328,0.24
22.332,0.22
22.336,0.23
22.34,0.225
22.344,0.25
22.348,0.24
22.352,0.23
22.356,0.24
22.36,0.23
22.364,0.215
22.368,0.215
22.372,0.215
22.376,0.195
22.38,0.195
22.384,0.185
22.388,0.155
22.392,0.16
22.396,0.13
22.4,0.115
22.404,0.1
22.408,0.075
22.412,0.08
22.416,0.055
22.42,0.04
22.424,0.03
22.428,0.025
22.432,0.02
22.436,-0.0
22.44,0.015
22.444,0.005
22.448,-0.0
22.452,0.005
22.456,0.005
22.46,-0.0
22.464,-0.0
22.468,0.015
22.472,0.02
22.476,0.01
22.48,0.005
22.484,0.005
22.488,0.01
22.492,0.015
22.496,0.02
22.5,0.02
22.504,0.015
22.508,0.02
22.512,0.02
22.516,0.015
22.52,0.02
22.524,0.02
22.528,0.035
22.532,0.02
22.536,0.025
22.54,0.03
22.544,0.03
22.548,0.04
22.552,0.03
22.556,0.04
22.56,0.045
22.564,0.04
22.568,0.03
22.572,0.025
22.576,0.035
22.58,0.045
22.584,0.025
22.588,0.04
22.592,0.03
22.596,0.035
22.6,0.055
22.604,0.05
22.608,0.04
22.612,0.04
22.616,0.045
22.62,0.05
22.624,0.035
22.628,0.04
22.632,0.055
22.636,0.05
22.64,0.04
22.644,0.05
22.648,0.05
22.652,0.055
22.656,0.06
22.66,0.045
22.664,0.055
22.668,0.06
22.672,0.045
22.676,0.07
22.68,0.06
22.684,0.045
22.688,0.065
22.692,0.055
22.696,0.055
22.7,0.065
22.704,0.06
22.708,0.075
22.712,0.065
22.716,0.065
22.72,0.07
22.724,0.075
22.728,0.08
22.732,0.07
22.736,0.08
22.74,0.07
22.744,0.07
22.748,0.095
22.752,0.1
22.756,0.09
22.76,0.08
22.764,0.085
22.768,0.08
22.772,0.08
22.776,0.08
22.78,0.095
22.784,0.09
22.788,0.09
22.792,0.09
22.796,0.09
22.8,0.09
22.804,0.085
22.808,0.08
22.812,0.085
22.816,0.09
22.82,0.085
22.824,0.085
22.828,0.085
22.832,0.095
22.836,0.095
22.84,0.1
22.844,0.105
22.848,0.1
22.852,0.11
22.856,0.12
22.86,0.12
22.864,0.125
22.868,0.115
22.872,0.13
22.876,0.14
22.88,0.15
22.884,0.15
22.888,0.15
22.892,0.15
22.896,0.125
22.9,0.13
22.904,0.12
22.908,0.12
22.912,0.12
22.916,0.1
22.92,0.095
22.924,0.09
22.928,0.08
22.932,0.065
22.936,0.07
22.94,0.06
22.944,0.06
22.948,0.06
22.952,0.065
22.956,0.08
22.96,0.055
22.964,0.09
22.968,0.08
22.972,0.08
22.976,0.075
22.98,0.08
22.984,0.08
22.988,0.095
22.992,0.08
22.996,0.075
23.0,0.08
23.004,0.08
23.008,0.115
23.012,0.155
23.016,0.2
23.02,0.32
23.024,0.46
23.028,0.68
23.032,0.86
23.036,0.95
23.04,0.815
23.044,0.53
23.048,0.125
23.052,-0.23
23.056,-0.36
23.06,-0.38
23.064,-0.265
23.068,-0.165
23.072,-0.1
23.076,-0.03
23.08,0.005
23.084,0.04
23.088,0.07
23.092,0.06
23.096,0.08
23.1,0.075
23.104,0.07
23.108,0.08
23.112,0.09
23.116,0.095
23.12,0.085
23.124,0.085
23.128,0.1
23.132,0.11
23.136,0.105
23.14,0.095
23.144,0.105
23.148,0.12
23.152,0.11
23.156,0.115
23.16,0.12
23.164,0.125
23.168,0.12
23.172,0.12
23.176,0.12
23.18,0.12
23.184,0.135
23.188,0.125
23.192,0.14
23.196,0.145
23.2,0.145
23.204,0.13
23.208,0.14
23.212,0.16
23.216,0.15
23.22,0.165
23.224,0.165
23.228,0.165
23.232,0.16
23.236,0.175
23.24,0.195
23.244,0.205
23.248,0.195
23.252,0.205
23.256,0.2
23.26,0.23
23.264,0.235
23.268,0.225
23.272,0.22
23.276,0.23
23.28,0.24
23.284,0.24
23.288,0.235
23.292,0.24
23.296,0.24
23.3,0.225
23.304,0.22
23.308,0.21
23.312,0.195
23.316,0.195
23.32,0.185
23.324,0.17
23.328,0.17
23.332,0.145
23.336,0.125
23.34,0.105
23.344,0.105
23.348,0.09
23.352,0.08
23.356,0.06
23.36,0.05
23.364,0.04
23.368,0.025
23.372,0.025
23.376,0.015
23.38,0.02
23.384,0.015
23.388,0.005
23.392,-0.005
23.396,0.015
23.4,-0.0
23.404,-0.0
23.408,-0.0
23.412,-0.0
23.416,-0.0
23.42,-0.0
23.424,0.005
23.428,-0.0
23.432,-0.0
23.436,0.005
23.44,0.005
23.444,0.015
23.448,0.015
23.452,0.02
23.456,0.03
23.46,0.02
23.464,0.015
23.468,0.02
23.472,0.02
23.476,0.02
23.48,0.035
23.484,0.03
23.488,0.04
23.492,0.03
23.496,0.035
23.5,0.045
23.504,0.025
23.508,0.035
23.512,0.035
23.516,0.03
23.52,0.04
23.524,0.045
23.528,0.035
23.532,0.04
23.536,0.04
23.54,0.045
23.544,0.04
23.548,0.04
23.552,0.045
23.556,0.045
23.56,0.04
23.564,0.06
23.568,0.055
23.572,0.04
23.576,0.045
23.58,0.04
23.584,0.045
23.588,0.05
23.592,0.06
23.596,0.055
23.6,0.06
23.604,0.05
23.608,0.05
23.612,0.06
23.616,0.06
23.62,0.055
23.624,0.065
23.628,0.065
23.632,0.07
23.636,0.065
23.64,0.06
23.644,0.065
23.648,0.08
23.652,0.08
23.656,0.08
23.66,0.07
23.664,0.065
23.668,0.065
23.672,0.065
23.676,0.075
23.68,0.075
23.684,0.075
23.688,0.065
23.692,0.08
23.696,0.08
23.7,0.08
23.704,0.08
23.708,0.085
23.712,0.08
23.716,0.08
23.72,0.085
23.724,0.08
23.728,0.08
23.732,0.08
23.736,0.08
23.74,0.09
23.744,0.085
23.748,0.085
23.752,0.08
23.756,0.085
23.76,0.08
23.764,0.08
23.768,0.09
23.772,0.085
23.776,0.085
23.78,0.09
23.784,0.08
23.788,0.095
23.792,0.1
23.796,0.1
23.8,0.11
23.804,0.11
23.808,0.105
23.812,0.115
23.816,0.115
23.82,0.125
23.824,0.135
23.828,0.135
23.832,0.14
23.836,0.145
23.84,0.13
23.844,0.14
23.848,0.13
23.852,0.125
23.856,0.12
23.86,0.105
23.864,0.115
23.868,0.085
23.872,0.09
23.876,0.1
23.88,0.085
23.884,0.075
23.888,0.06
23.892,0.06
23.896,0.07
23.9,0.075
23.904,0.08
23.908,0.075
23.912,0.08
23.916,0.075
23.92,0.1
23.924,0.1
23.928,0.09
23.932,0.075
23.936,0.095
23.94,0.09
23.944,0.08
23.948,0.08
23.952,0.085
23.956,0.115
23.96,0.15
23.964,0.21
23.968,0.305
23.972,0.475
23.976,0.68
23.98,0.87
23.984,0.95
23.988,0.78
23.992,0.475
23.996,0.105
24.0,-0.24
24.004,-0.38
24.008,-0.375
24.012,-0.26
24.016,-0.16
24.02,-0.085
24.024,-0.04
24.028,0.005
24.032,0.045
24.036,0.075
24.04,0.09
24.044,0.08
24.048,0.075
24.052,0.075
24.056,0.085
24.06,0.08
24.064,0.08
24.068,0.09
24.072,0.1
24.076,0.09
24.08,0.095
24.084,0.1
24.088,0.095
24.092,0.115
24.096,0.115
24.1,0.12
24.104,0.11
24.108,0.115
24.112,0.105
24.116,0.125
24.12,0.135
24.124,0.115
24.128,0.115
24.132,0.13
24.136,0.135
24.14,0.135
24.144,0.125
24.148,0.14
24.152,0.155
24.156,0.15
24.16,0.16
24.164,0.165
24.168,0.17
24.172,0.165
24.176,0.185
24.18,0.19
24.184,0.185
24.188,0.2
24.192,0.205
24.196,0.205
24.2,0.205
24.204,0.21
24.208,0.22
24.212,0.225
24.216,0.23
24.22,0.24
24.224,0.24
24.228,0.23
24.232,0.24
24.236,0.24
24.24,0.23
24.244,0.24
24.248,0.22
24.252,0.22
24.256,0.21
24.26,0.205
24.264,0.2
24.268,0.2
24.272,0.175
24.276,0.165
24.28,0.14
24.284,0.14
24.288,0.125
24.292,0.105
24.296,0.085
24.3,0.08
24.304,0.055
24.308,0.05
24.312,0.035
24.316,0.02
24.32,0.025
24.324,0.02
24.328,0.015
24.332,0.02
24.336,0.01
24.34,-0.0
24.344,0.005
24.348,0.01
24.352,0.015
24.356,-0.0
24.36,0.005
24.364,-0.0
24.368,-0.0
24.372,0.005
24.376,-0.0
24.38,0.005
24.384,0.015
24.388,0.015
24.392,-0.0
24.396,0.02
24.4,0.02
24.404,0.02
24.408,0.02
24.412,0.02
24.416,0.015
24.42,0.025
24.424,0.02
24.428,0.02
24.432,0.025
24.436,0.02
24.44,0.025
24.444,0.03
24.448,0.035
24.452,0.035
24.456,0.025
24.46,0.045
24.464,0.04
24.468,0.05
24.472,0.03
24.476,0.04
24.48,0.04
24.484,0.05
24.488,0.04
24.492,0.055
24.496,0.045
24.5,0.045
24.504,0.06
24.508,0.045
24.512,0.04
24.516,0.04
24.52,0.055
24.524,0.05
24.528,0.05
24.532,0.045
24.536,0.05
24.54,0.06
24.544,0.06
24.548,0.06
24.552,0.055
24.556,0.06
24.56,0.065
24.564,0.075
24.568,0.06
24.572,0.055
24.576,0.06
24.58,0.07
24.584,0.06
24.588,0.075
24.592,0.065
24.596,0.08
24.6,0.06
24.604,0.08
24.608,0.065
24.612,0.075
24.616,0.08
24.62,0.065
24.624,0.07
24.628,0.04
24.632,0.075
24.636,0.08
24.64,0.075
24.644,0.065
24.648,0.08
24.652,0.08
24.656,0.08
24.66,0.08
24.664,0.08
24.668,0.085
24.672,0.08
24.676,0.085
24.68,0.08
24.684,0.08
24.688,0.085
24.692,0.085
24.696,0.08
24.7,0.08
24.704,0.095
24.708,0.075
24.712,0.085
24.716,0.085
24.72,0.08
24.724,0.08
24.728,0.08
24.732,0.095
24.736,0.08
24.74,0.1
24.744,0.1
24.748,0.1
24.752,0.11
24.756,0.1
24.76,0.11
24.764,0.125
24.768,0.125
24.772,0.14
24.776,0.135
24.78,0.155
24.784,0.14
24.788,0.135
24.792,0.13
24.796,0.14
24.8,0.13
24.804,0.115
24.808,0.11
24.812,0.11
24.816,0.085
24.82,0.1
24.824,0.085
24.828,0.08
24.832,0.075
24.836,0.08
24.84,0.07
24.844,0.085
24.848,0.08
24.852,0.085
24.856,0.075
24.86,0.075
24.864,0.075
24.868,0.08
24.872,0.09
24.876,0.1
24.88,0.09
24.884,0.085
24.888,0.08
24.892,0.09
24.896,0.09
24.9,0.125
24.904,0.16
24.908,0.235
24.912,0.335
24.916,0.51
24.92,0.725
24.924,0.87
24.928,0.915
24.932,0.695
24.936,0.38
24.94,-0.0
24.944,-0.265
24.948,-0.37
24.952,-0.34
24.956,-0.23
24.96,-0.135
24.964,-0.075
24.968,-0.02
24.972,0.015
24.976,0.045
24.98,0.06
24.984,0.07
24.988,0.075
24.992,0.065
24.996,0.08
25.0,0.08
25.004,0.08
25.008,0.1
25.012,0.095
25.016,0.085
25.02,0.09
25.024,0.11
25.028,0.115
25.032,0.1
25.036,0.1
25.04,0.105
25.044,0.105
25.048,0.115
25.052,0.12
25.056,0.105
25.06,0.115
25.064,0.125
25.068,0.12
25.072,0.115
25.076,0.135
25.08,0.125
25.084,0.14
25.088,0.14
25.092,0.14
25.096,0.15
25.1,0.15
25.104,0.155
25.108,0.175
25.112,0.18
25.116,0.165
25.12,0.185
25.124,0.185
25.128,0.185
25.132,0.2
25.136,0.205
25.14,0.22
25.144,0.22
25.148,0.23
25.152,0.22
25.156,0.23
25.16,0.23
25.164,0.25
25.168,0.24
25.172,0.23
25.176,0.245
25.18,0.24
25.184,0.24
25.188,0.235
25.192,0.22
25.196,0.22
25.2,0.22
25.204,0.215
25.208,0.195
25.212,0.185
25.216,0.18
25.22,0.155
25.224,0.145
25.228,0.13
25.232,0.1
25.236,0.095
25.24,0.08
25.244,0.06
25.248,0.055
25.252,0.04
25.256,0.03
25.26,0.02
25.264,0.02
25.268,0.01
25.272,-0.0
25.276,0.015
25.28,-0.0
25.284,-0.0
25.288,0.01
25.292,0.005
25.296,-0.0
25.3,-0.0
25.304,-0.0
25.308,-0.0
25.312,0.005
25.316,-0.0
25.32,0.015
25.324,0.01
25.328,0.015
25.332,0.02
25.336,0.005
25.34,0.015
25.344,0.01
25.348,0.01
25.352,-0.0
25.356,0.02
25.36,0.02
25.364,0.03
25.368,0.025
25.372,0.02
25.376,0.04
25.38,0.03
25.384,0.02
25.388,0.04
25.392,0.035
25.396,0.04
25.4,0.035
25.404,0.045
25.408,0.04
25.412,0.03
25.416,0.035
25.42,0.045
25.424,0.045
25.428,0.035
25.432,0.04
25.436,0.045
25.44,0.045
25.444,0.06
25.448,0.06
25.452,0.06
25.456,0.065
25.46,0.065
25.464,0.07
25.468,0.06
25.472,0.05
25.476,0.06
25.48,0.06
25.484,0.07
25.488,0.08
25.492,0.06
25.496,0.075
25.5,0.065
25.504,0.06
25.508,0.06
25.512,0.06
25.516,0.065
25.52,0.055
25.524,0.065
25.528,0.07
25.532,0.055
25.536,0.07
25.54,0.06
25.544,0.06
25.548,0.065
25.552,0.08
25.556,0.075
25.56,0.06
25.564,0.075
25.568,0.075
25.572,0.07
25.576,0.07
25.58,0.065
25.584,0.065
25.588,0.08
25.592,0.06
25.596,0.06
25.6,0.065
25.604,0.06
25.608,0.07
25.612,0.065
25.616,0.065
25.62,0.07
25.624,0.08
25.628,0.065
25.632,0.08
25.636,0.09
25.64,0.085
25.644,0.09
25.648,0.1
25.652,0.09
25.656,0.1
25.66,0.11
25.664,0.1
25.668,0.11
25.672,0.145
25.676,0.14
25.68,0.14
25.684,0.13
25.688,0.125
25.692,0.13
25.696,0.12
25.7,0.125
25.704,0.105
25.708,0.1
25.712,0.1
25.716,0.095
25.72,0.08
25.724,0.085
25.728,0.08
25.732,0.075
25.736,0.06
25.74,0.065
25.744,0.07
25.748,0.08
25.752,0.07
25.756,0.09
25.76,0.085
25.764,0.095
25.768,0.085
25.772,0.085
25.776,0.075
25.78,0.09
25.784,0.08
25.788,0.08
25.792,0.08
25.796,0.08
25.8,0.09
25.804,0.14
25.808,0.175
25.812,0.245
25.816,0.37
25.82,0.54
25.824,0.74
25.828,0.86
25.832,0.87
25.836,0.625
25.84,0.3
25.844,-0.075
25.848,-0.285
25.852,-0.38
25.856,-0.31
25.86,-0.18
25.864,-0.095
25.868,-0.05
25.872,-0.02
25.876,0.015
25.88,0.06
25.884,0.075
25.888,0.075
25.892,0.08
25.896,0.06
25.9,0.07
25.904,0.065
25.908,0.08
25.912,0.07
25.916,0.08
25.92,0.085
25.924,0.1
25.928,0.075
25.932,0.08
25.936,0.09
25.94,0.095
25.944,0.1
25.948,0.095
25.952,0.115
25.956,0.105
25.96,0.11
25.964,0.105
25.968,0.12
25.972,0.11
25.976,0.105
25.98,0.12
25.984,0.125
25.988,0.13
25.992,0.135
25.996,0.135
26.0,0.135
26.004,0.145
26.008,0.16
26.012,0.15
26.016,0.16
26.02,0.17
26.024,0.18
26.028,0.19
26.032,0.165
26.036,0.185
26.04,0.19
26.044,0.205
26.048,0.21
26.052,0.22
26.056,0.235
26.06,0.23
26.064,0.225
26.068,0.25
26.072,0.22
26.076,0.23
26.08,0.245
26.084,0.225
26.088,0.225
26.092,0.23
26.096,0.2
26.1,0.205
26.104,0.2
26.108,0.195
26.112,0.185
26.116,0.165
26.12,0.16
26.124,0.14
26.128,0.115
26.132,0.11
26.136,0.08
26.14,0.085
26.144,0.06
26.148,0.055
26.152,0.03
26.156,0.035
26.16,0.025
26.164,0.03
26.168,0.005
26.172,0.01
26.176,-0.005
26.18,-0.0
26.184,-0.0
26.188,-0.01
26.192,-0.0
26.196,-0.0
26.2,-0.0
26.204,-0.0
26.208,0.01
26.212,-0.0
26.216,-0.01
26.22,0.005
26.224,-0.0
26.228,0.015
26.232,-0.0
26.236,-0.0
26.24,0.015
26.244,-0.0
26.248,-0.0
26.252,0.015
26.256,0.01
26.26,0.005
26.264,0.025
26.268,0.02
26.272,0.02
26.276,0.005
26.28,0.03
26.284,0.04
26.288,0.03
26.292,0.035
26.296,0.04
26.3,0.04
26.304,0.04
26.308,0.04
26.312,0.045
26.316,0.035
26.32,0.06
26.324,0.055
26.328,0.04
26.332,0.04
26.336,0.045
26.34,0.04
26.344,0.04
26.348,0.04
26.352,0.055
26.356,0.045
26.36,0.065
26.364,0.05
26.368,0.045
26.372,0.05
26.376,0.06
26.38,0.045
26.384,0.065
26.388,0.055
26.392,0.06
26.396,0.06
26.4,0.055
26.404,0.055
26.408,0.07
26.412,0.06
26.416,0.06
26.42,0.07
26.424,0.08
26.428,0.06
26.432,0.06
26.436,0.065
26.44,0.06
26.444,0.075
26.448,0.06
26.452,0.06
26.456,0.055
26.46,0.06
26.464,0.065
26.468,0.065
26.472,0.065
26.476,0.065
26.48,0.08
26.484,0.08
26.488,0.075
26.492,0.08
26.496,0.075
26.5,0.075
26.504,0.07
26.508,0.08
26.512,0.08
26.516,0.085
26.52,0.075
26.524,0.1
26.528,0.09
26.532,0.1
26.536,0.1
26.54,0.105
26.544,0.105
26.548,0.085
26.552,0.1
26.556,0.12
26.56,0.12
26.564,0.13
26.568,0.135
26.572,0.13
26.576,0.135
26.58,0.12
26.584,0.125
26.588,0.12
26.592,0.12
26.596,0.105
26.6,0.1
26.604,0.095
26.608,0.095
26.612,0.085
26.616,0.08
26.62,0.085
26.624,0.08
26.628,0.06
26.632,0.075
26.636,0.07
26.64,0.06
26.644,0.065
26.648,0.07
26.652,0.07
26.656,0.07
26.66,0.08
26.664,0.075
26.668,0.075
26.672,0.08
26.676,0.08
26.68,0.075
26.684,0.06
26.688,0.075
26.692,0.135
26.696,0.16
26.7,0.23
26.704,0.34
26.708,0.525
26.712,0.74
26.716,0.9
26.72,0.96
26.724,0.725
26.728,0.39
26.732,-0.0
26.736,-0.28
26.74,-0.395
26.744,-0.355
26.748,-0.22
26.752,-0.135
26.756,-0.07
26.76,-0.02
26.764,0.02
26.768,0.04
26.772,0.075
26.776,0.06
26.78,0.07
26.784,0.06
26.788,0.07
26.792,0.065
26.796,0.08
26.8,0.08
26.804,0.085
26.808,0.085
26.812,0.09
26.816,0.1
26.82,0.105
26.824,0.1
26.828,0.1
26.832,0.11
26.836,0.11
26.84,0.105
26.844,0.115
26.848,0.115
26.852,0.12
26.856,0.12
26.86,0.115
26.864,0.12
26.868,0.125
26.872,0.125
26.876,0.13
26.88,0.135
26.884,0.14
26.888,0.14
26.892,0.16
26.896,0.16
26.9,0.155
26.904,0.16
26.908,0.165
26.912,0.175
26.916,0.175
26.92,0.18
26.924,0.18
26.928,0.2
26.932,0.205
26.936,0.215
26.94,0.22
26.944,0.24
26.948,0.225
26.952,0.225
26.956,0.24
26.96,0.225
26.964,0.245
26.968,0.24
26.972,0.24
26.976,0.24
26.98,0.23
26.984,0.225
26.988,0.22
26.992,0.22
26.996,0.215
27.0,0.2
27.004,0.18
27.008,0.18
27.012,0.16
27.016,0.145
27.02,0.14
27.024,0.105
27.028,0.085
27.032,0.085
27.036,0.055
27.04,0.06
27.044,0.04
27.048,0.03
27.052,0.01
27.056,0.02
27.06,-0.0
27.064,0.015
27.068,-0.0
27.072,-0.015
27.076,-0.0
27.08,-0.0
27.084,-0.0
27.088,0.005
27.092,-0.0
27.096,-0.0
27.1,-0.0
27.104,0.01
27.108,-0.0
27.112,-0.0
27.116,0.005
27.12,0.02
27.124,0.02
27.128,0.015
27.132,0.015
27.136,0.015
27.14,0.02
27.144,0.015
27.148,0.025
27.152,0.01
27.156,0.02
27.16,0.02
27.164,0.025
27.168,0.035
27.172,0.025
27.176,0.02
27.18,0.03
27.184,0.04
27.188,0.04
27.192,0.035
27.196,0.04
27.2,0.04
27.204,0.04
27.208,0.035
27.212,0.04
27.216,0.045
27.22,0.05
27.224,0.05
27.228,0.05
27.232,0.04
27.236,0.035
27.24,0.04
27.244,0.05
27.248,0.045
27.252,0.04
27.256,0.04
27.26,0.06
27.264,0.06
27.268,0.055
27.272,0.06
27.276,0.06
27.28,0.065
27.284,0.06
27.288,0.06
27.292,0.06
27.296,0.06
27.3,0.06
27.304,0.06
27.308,0.06
27.312,0.05
27.316,0.06
27.32,0.06
27.324,0.08
27.328,0.08
27.332,0.08
27.336,0.065
27.34,0.08
27.344,0.075
27.348,0.07
27.352,0.06
27.356,0.07
27.36,0.075
27.364,0.08
27.368,0.07
27.372,0.08
27.376,0.075
27.38,0.085
27.384,0.075
27.388,0.08
27.392,0.09
27.396,0.08
27.4,0.07
27.404,0.07
27.408,0.085
27.412,0.085
27.416,0.085
27.42,0.085
27.424,0.08
27.428,0.095
27.432,0.095
27.436,0.1
27.44,0.1
27.444,0.1
27.448,0.11
27.452,0.125
27.456,0.125
27.46,0.135
27.464,0.13
27.468,0.14
27.472,0.13
27.476,0.135
27.48,0.125
27.484,0.125
27.488,0.115
27.492,0.105
27.496,0.1
27.5,0.095
27.504,0.095
27.508,0.09
27.512,0.09
27.516,0.065
27.52,0.07
27.524,0.06
27.528,0.06
27.532,0.055
27.536,0.08
27.54,0.07
27.544,0.07
27.548,0.075
27.552,0.08
27.556,0.08
27.56,0.08
27.564,0.085
27.568,0.085
27.572,0.1
27.576,0.1
27.58,0.095
27.584,0.08
27.588,0.115
27.592,0.155
27.596,0.22
27.6,0.3
27.604,0.46
27.608,0.67
27.612,0.86
27.616,0.935
27.62,0.84
27.624,0.545
27.628,0.135
27.632,-0.22
27.636,-0.38
27.64,-0.41
27.644,-0.28
27.648,-0.175
27.652,-0.09
27.656,-0.045
27.66,-0.01
27.664,0.04
27.668,0.06
27.672,0.06
27.676,0.07
27.68,0.06
27.684,0.075
27.688,0.07
27.692,0.09
27.696,0.08
27.7,0.08
27.704,0.095
27.708,0.1
